sample_id,true_label,predicted_label,confidence,is_correct,top1,top2,top3
1786,happy,happy,0.9496,True,happy:0.950,angry:0.016,sad:0.013
1787,angry,angry,0.9077,True,angry:0.908,fear:0.054,sad:0.023
1788,angry,angry,0.5018,True,angry:0.502,sad:0.186,neutral:0.183
1789,surprise,surprise,0.6820,True,surprise:0.682,fear:0.197,happy:0.047
1790,neutral,fear,0.4348,False,fear:0.435,surprise:0.401,sad:0.055
1791,sad,angry,0.3814,False,angry:0.381,neutral:0.325,sad:0.171
1792,sad,fear,0.2508,False,fear:0.251,disgust:0.203,sad:0.193
1793,happy,happy,0.8370,True,happy:0.837,sad:0.092,angry:0.025
1794,fear,fear,0.7266,True,fear:0.727,surprise:0.245,sad:0.014
1795,neutral,neutral,0.9757,True,neutral:0.976,happy:0.010,sad:0.005
1796,happy,happy,0.5495,True,happy:0.550,angry:0.253,fear:0.129
1797,sad,fear,0.4423,False,fear:0.442,sad:0.289,neutral:0.132
1798,surprise,surprise,0.9298,True,surprise:0.930,fear:0.029,neutral:0.027
1799,fear,sad,0.5149,False,sad:0.515,fear:0.341,angry:0.062
1800,happy,happy,0.9834,True,happy:0.983,angry:0.008,fear:0.003
1801,neutral,neutral,0.6223,True,neutral:0.622,sad:0.173,angry:0.105
1802,fear,fear,0.2262,True,fear:0.226,surprise:0.222,sad:0.177
1803,fear,fear,0.5050,True,fear:0.505,angry:0.337,surprise:0.063
1804,happy,happy,0.9720,True,happy:0.972,angry:0.010,sad:0.007
1805,neutral,neutral,0.5018,True,neutral:0.502,sad:0.278,angry:0.145
1806,surprise,surprise,0.8457,True,surprise:0.846,fear:0.147,happy:0.003
1807,sad,sad,0.5101,True,sad:0.510,fear:0.195,neutral:0.138
1808,angry,sad,0.3426,False,sad:0.343,neutral:0.251,angry:0.179
1809,happy,happy,0.5972,True,happy:0.597,neutral:0.202,sad:0.111
1810,surprise,surprise,0.6108,True,surprise:0.611,angry:0.153,fear:0.147
1811,happy,happy,0.9447,True,happy:0.945,sad:0.021,neutral:0.015
1812,neutral,neutral,0.5606,True,neutral:0.561,angry:0.143,sad:0.131
1813,surprise,surprise,0.9084,True,surprise:0.908,fear:0.083,neutral:0.003
1814,fear,fear,0.4468,True,fear:0.447,surprise:0.193,happy:0.174
1815,surprise,surprise,0.5218,True,surprise:0.522,neutral:0.248,sad:0.103
1816,surprise,surprise,0.5788,True,surprise:0.579,fear:0.244,neutral:0.091
1817,angry,fear,0.4055,False,fear:0.405,angry:0.213,surprise:0.157
1818,angry,happy,0.4380,False,happy:0.438,fear:0.207,angry:0.170
1819,fear,neutral,0.5041,False,neutral:0.504,angry:0.141,fear:0.131
1820,happy,happy,0.9315,True,happy:0.932,neutral:0.052,sad:0.005
1821,happy,happy,0.9733,True,happy:0.973,angry:0.014,fear:0.006
1822,fear,sad,0.4114,False,sad:0.411,happy:0.381,angry:0.089
1823,sad,fear,0.4955,False,fear:0.496,surprise:0.360,sad:0.066
1824,fear,neutral,0.5822,False,neutral:0.582,sad:0.218,angry:0.098
1825,neutral,neutral,0.4922,True,neutral:0.492,angry:0.176,happy:0.139
1826,neutral,neutral,0.5113,True,neutral:0.511,sad:0.253,angry:0.150
1827,surprise,fear,0.3075,False,fear:0.308,neutral:0.284,surprise:0.224
1828,disgust,happy,0.3830,False,happy:0.383,fear:0.264,angry:0.176
1829,sad,sad,0.4895,True,sad:0.489,happy:0.194,angry:0.170
1830,happy,neutral,0.5710,False,neutral:0.571,sad:0.110,fear:0.097
1831,happy,happy,0.6406,True,happy:0.641,sad:0.112,neutral:0.089
1832,neutral,happy,0.4179,False,happy:0.418,sad:0.325,fear:0.123
1833,neutral,neutral,0.4525,True,neutral:0.453,sad:0.327,angry:0.105
1834,neutral,happy,0.5305,False,happy:0.531,angry:0.176,sad:0.108
1835,angry,angry,0.8442,True,angry:0.844,fear:0.066,happy:0.032
1836,surprise,surprise,0.4890,True,surprise:0.489,happy:0.270,fear:0.165
1837,sad,sad,0.4149,True,sad:0.415,fear:0.198,neutral:0.149
1838,surprise,surprise,0.8707,True,surprise:0.871,fear:0.125,sad:0.002
1839,sad,angry,0.4925,False,angry:0.493,fear:0.256,sad:0.089
1840,angry,angry,0.7815,True,angry:0.781,fear:0.143,sad:0.024
1841,fear,neutral,0.4768,False,neutral:0.477,angry:0.214,sad:0.190
1842,surprise,surprise,0.9867,True,surprise:0.987,fear:0.013,happy:0.000
1843,neutral,neutral,0.9203,True,neutral:0.920,sad:0.034,angry:0.022
1844,angry,sad,0.4149,False,sad:0.415,neutral:0.225,angry:0.172
1845,fear,angry,0.3838,False,angry:0.384,fear:0.215,sad:0.188
1846,surprise,surprise,0.5698,True,surprise:0.570,fear:0.218,happy:0.107
1847,happy,happy,0.7540,True,happy:0.754,neutral:0.164,sad:0.041
1848,happy,surprise,0.8590,False,surprise:0.859,happy:0.099,fear:0.038
1849,neutral,neutral,0.3291,True,neutral:0.329,surprise:0.260,fear:0.174
1850,angry,angry,0.4889,True,angry:0.489,fear:0.358,disgust:0.057
1851,angry,angry,0.5002,True,angry:0.500,neutral:0.258,sad:0.151
1852,happy,happy,0.9974,True,happy:0.997,neutral:0.002,surprise:0.000
1853,angry,angry,0.7217,True,angry:0.722,fear:0.108,disgust:0.070
1854,happy,happy,0.9134,True,happy:0.913,angry:0.028,fear:0.023
1855,sad,neutral,0.5186,False,neutral:0.519,sad:0.207,fear:0.135
1856,sad,sad,0.7258,True,sad:0.726,fear:0.076,angry:0.071
1857,neutral,neutral,0.9585,True,neutral:0.959,happy:0.022,sad:0.006
1858,angry,angry,0.6973,True,angry:0.697,fear:0.174,sad:0.079
1859,neutral,neutral,0.9225,True,neutral:0.922,fear:0.020,angry:0.019
1860,neutral,neutral,0.5810,True,neutral:0.581,happy:0.182,sad:0.128
1861,happy,happy,0.8900,True,happy:0.890,angry:0.057,fear:0.021
1862,surprise,surprise,0.5428,True,surprise:0.543,fear:0.295,happy:0.082
1863,neutral,neutral,0.8271,True,neutral:0.827,fear:0.067,surprise:0.038
1864,surprise,surprise,0.9691,True,surprise:0.969,fear:0.018,sad:0.006
1865,happy,happy,0.9800,True,happy:0.980,neutral:0.016,surprise:0.003
1866,sad,angry,0.3168,False,angry:0.317,fear:0.241,surprise:0.152
1867,sad,sad,0.3816,True,sad:0.382,neutral:0.314,fear:0.162
1868,angry,angry,0.8501,True,angry:0.850,sad:0.078,neutral:0.042
1869,surprise,fear,0.4097,False,fear:0.410,sad:0.229,angry:0.196
1870,neutral,neutral,0.5210,True,neutral:0.521,angry:0.211,sad:0.177
1871,surprise,surprise,0.9579,True,surprise:0.958,fear:0.040,angry:0.001
1872,happy,happy,0.7685,True,happy:0.768,neutral:0.081,angry:0.060
1873,fear,angry,0.4093,False,angry:0.409,neutral:0.188,fear:0.149
1874,neutral,neutral,0.2989,True,neutral:0.299,angry:0.254,sad:0.206
1875,happy,happy,0.9818,True,happy:0.982,neutral:0.011,surprise:0.003
1876,happy,neutral,0.5881,False,neutral:0.588,happy:0.186,angry:0.134
1877,angry,happy,0.3744,False,happy:0.374,angry:0.370,neutral:0.083
1878,sad,sad,0.3844,True,sad:0.384,neutral:0.232,angry:0.193
1879,angry,fear,0.4490,False,fear:0.449,surprise:0.275,angry:0.176
1880,angry,fear,0.4955,False,fear:0.496,angry:0.413,surprise:0.051
1881,neutral,surprise,0.2552,False,surprise:0.255,angry:0.252,neutral:0.237
1882,fear,surprise,0.6194,False,surprise:0.619,fear:0.244,angry:0.065
1883,fear,angry,0.5313,False,angry:0.531,fear:0.190,sad:0.188
1884,surprise,angry,0.5112,False,angry:0.511,happy:0.269,fear:0.127
1885,neutral,neutral,0.3542,True,neutral:0.354,sad:0.245,fear:0.206
1886,angry,angry,0.8973,True,angry:0.897,sad:0.037,fear:0.032
1887,surprise,surprise,0.7336,True,surprise:0.734,fear:0.212,neutral:0.022
1888,happy,neutral,0.5718,False,neutral:0.572,happy:0.145,angry:0.141
1889,surprise,surprise,0.6614,True,surprise:0.661,fear:0.327,happy:0.005
1890,happy,neutral,0.5515,False,neutral:0.552,angry:0.157,sad:0.128
1891,surprise,surprise,0.5753,True,surprise:0.575,fear:0.373,sad:0.017
1892,sad,sad,0.5149,True,sad:0.515,fear:0.301,neutral:0.076
1893,neutral,neutral,0.7894,True,neutral:0.789,sad:0.060,angry:0.054
1894,sad,angry,0.3520,False,angry:0.352,happy:0.266,sad:0.234
1895,neutral,neutral,0.9106,True,neutral:0.911,happy:0.041,sad:0.018
1896,sad,neutral,0.3984,False,neutral:0.398,sad:0.333,angry:0.191
1897,sad,sad,0.3669,True,sad:0.367,angry:0.299,neutral:0.238
1898,happy,neutral,0.4893,False,neutral:0.489,angry:0.186,happy:0.155
1899,sad,sad,0.4129,True,sad:0.413,happy:0.182,fear:0.148
1900,happy,happy,0.9519,True,happy:0.952,surprise:0.031,fear:0.007
1901,neutral,angry,0.3366,False,angry:0.337,neutral:0.275,sad:0.225
1902,fear,angry,0.3593,False,angry:0.359,sad:0.281,neutral:0.215
1903,fear,fear,0.5007,True,fear:0.501,angry:0.372,sad:0.054
1904,happy,happy,0.6211,True,happy:0.621,neutral:0.187,sad:0.108
1905,happy,angry,0.5180,False,angry:0.518,happy:0.210,fear:0.150
1906,angry,angry,0.6532,True,angry:0.653,sad:0.134,neutral:0.133
1907,sad,neutral,0.6303,False,neutral:0.630,angry:0.158,sad:0.114
1908,happy,happy,0.6677,True,happy:0.668,neutral:0.181,sad:0.096
1909,disgust,angry,0.4757,False,angry:0.476,sad:0.210,fear:0.144
1910,angry,angry,0.3202,True,angry:0.320,neutral:0.302,sad:0.230
1911,happy,happy,0.9713,True,happy:0.971,angry:0.013,surprise:0.005
1912,angry,surprise,0.3465,False,surprise:0.347,neutral:0.280,fear:0.173
1913,happy,happy,0.9950,True,happy:0.995,surprise:0.003,neutral:0.001
1914,surprise,surprise,0.5293,True,surprise:0.529,fear:0.199,happy:0.094
1915,fear,surprise,0.8156,False,surprise:0.816,fear:0.145,happy:0.014
1916,happy,happy,0.4943,True,happy:0.494,angry:0.408,fear:0.052
1917,happy,happy,0.8004,True,happy:0.800,sad:0.083,angry:0.044
1918,happy,happy,0.8954,True,happy:0.895,angry:0.080,fear:0.014
1919,fear,angry,0.4358,False,angry:0.436,fear:0.379,surprise:0.101
1920,neutral,neutral,0.8480,True,neutral:0.848,fear:0.049,sad:0.048
1921,happy,happy,0.9620,True,happy:0.962,surprise:0.026,neutral:0.005
1922,angry,angry,0.4184,True,angry:0.418,neutral:0.274,sad:0.188
1923,sad,angry,0.5971,False,angry:0.597,sad:0.225,fear:0.073
1924,angry,angry,0.6686,True,angry:0.669,neutral:0.181,sad:0.111
1925,neutral,neutral,0.4780,True,neutral:0.478,sad:0.216,angry:0.200
1926,sad,sad,0.2495,True,sad:0.249,angry:0.205,neutral:0.200
1927,angry,neutral,0.3700,False,neutral:0.370,sad:0.191,angry:0.160
1928,happy,happy,0.8518,True,happy:0.852,neutral:0.078,sad:0.022
1929,surprise,surprise,0.7415,True,surprise:0.741,fear:0.134,angry:0.042
1930,neutral,fear,0.3167,False,fear:0.317,sad:0.264,angry:0.154
1931,surprise,surprise,0.7745,True,surprise:0.775,fear:0.208,angry:0.006
1932,neutral,surprise,0.2905,False,surprise:0.290,fear:0.255,neutral:0.213
1933,neutral,neutral,0.6611,True,neutral:0.661,angry:0.163,sad:0.110
1934,fear,surprise,0.6306,False,surprise:0.631,fear:0.218,angry:0.127
1935,sad,sad,0.5027,True,sad:0.503,happy:0.152,neutral:0.122
1936,happy,happy,0.9149,True,happy:0.915,sad:0.035,angry:0.018
1937,fear,surprise,0.4874,False,surprise:0.487,fear:0.193,neutral:0.143
1938,fear,fear,0.5587,True,fear:0.559,angry:0.339,disgust:0.037
1939,surprise,surprise,0.9688,True,surprise:0.969,fear:0.027,happy:0.003
1940,angry,angry,0.3717,True,angry:0.372,fear:0.269,happy:0.180
1941,neutral,surprise,0.3095,False,surprise:0.310,neutral:0.243,fear:0.236
1942,angry,fear,0.4634,False,fear:0.463,angry:0.355,sad:0.088
1943,fear,fear,0.3283,True,fear:0.328,sad:0.319,neutral:0.206
1944,sad,neutral,0.5353,False,neutral:0.535,happy:0.218,sad:0.119
1945,happy,happy,0.9771,True,happy:0.977,neutral:0.010,angry:0.007
1946,happy,happy,0.7910,True,happy:0.791,neutral:0.152,sad:0.026
1947,happy,happy,0.9339,True,happy:0.934,surprise:0.059,neutral:0.004
1948,sad,sad,0.3613,True,sad:0.361,happy:0.211,neutral:0.161
1949,sad,fear,0.3843,False,fear:0.384,sad:0.248,neutral:0.222
1950,happy,happy,0.3070,True,happy:0.307,angry:0.230,sad:0.191
1951,fear,fear,0.6017,True,fear:0.602,angry:0.185,sad:0.097
1952,sad,neutral,0.3777,False,neutral:0.378,sad:0.368,angry:0.157
1953,sad,angry,0.3810,False,angry:0.381,sad:0.210,neutral:0.209
1954,surprise,fear,0.3186,False,fear:0.319,surprise:0.267,neutral:0.185
1955,angry,fear,0.5312,False,fear:0.531,angry:0.201,disgust:0.139
1956,sad,angry,0.3679,False,angry:0.368,sad:0.330,neutral:0.123
1957,happy,happy,0.9913,True,happy:0.991,surprise:0.003,neutral:0.003
1958,sad,fear,0.3123,False,fear:0.312,surprise:0.187,happy:0.163
1959,happy,happy,0.9717,True,happy:0.972,neutral:0.009,angry:0.007
1960,fear,angry,0.5283,False,angry:0.528,fear:0.220,disgust:0.135
1961,angry,fear,0.4068,False,fear:0.407,angry:0.263,sad:0.109
1962,happy,happy,0.4834,True,happy:0.483,neutral:0.361,sad:0.067
1963,neutral,neutral,0.4704,True,neutral:0.470,sad:0.231,angry:0.227
1964,sad,neutral,0.4667,False,neutral:0.467,sad:0.229,fear:0.132
1965,neutral,angry,0.2985,False,angry:0.298,neutral:0.252,sad:0.241
1966,happy,happy,0.7921,True,happy:0.792,surprise:0.161,fear:0.026
1967,happy,happy,0.4344,True,happy:0.434,neutral:0.211,sad:0.146
1968,angry,angry,0.5836,True,angry:0.584,fear:0.299,disgust:0.080
1969,fear,angry,0.6407,False,angry:0.641,sad:0.183,neutral:0.103
1970,fear,fear,0.4026,True,fear:0.403,sad:0.230,angry:0.136
1971,neutral,happy,0.8240,False,happy:0.824,neutral:0.128,surprise:0.020
1972,surprise,surprise,0.5632,True,surprise:0.563,fear:0.295,angry:0.057
1973,neutral,neutral,0.6864,True,neutral:0.686,sad:0.116,angry:0.060
1974,neutral,neutral,0.4780,True,neutral:0.478,fear:0.186,surprise:0.122
1975,angry,angry,0.4213,True,angry:0.421,fear:0.358,disgust:0.077
1976,happy,happy,0.9383,True,happy:0.938,angry:0.018,neutral:0.017
1977,surprise,surprise,0.5230,True,surprise:0.523,fear:0.411,angry:0.029
1978,fear,neutral,0.5747,False,neutral:0.575,angry:0.165,sad:0.107
1979,fear,angry,0.3767,False,angry:0.377,happy:0.303,neutral:0.143
1980,neutral,happy,0.5088,False,happy:0.509,neutral:0.329,sad:0.053
1981,neutral,surprise,0.2082,False,surprise:0.208,neutral:0.201,fear:0.198
1982,happy,happy,0.9016,True,happy:0.902,neutral:0.077,sad:0.009
1983,happy,happy,0.7831,True,happy:0.783,sad:0.131,fear:0.035
1984,happy,happy,0.6988,True,happy:0.699,surprise:0.194,fear:0.043
1985,angry,sad,0.3546,False,sad:0.355,fear:0.196,neutral:0.184
1986,fear,neutral,0.5296,False,neutral:0.530,sad:0.222,angry:0.128
1987,fear,fear,0.7716,True,fear:0.772,surprise:0.226,happy:0.001
1988,neutral,neutral,0.4333,True,neutral:0.433,sad:0.162,fear:0.159
1989,neutral,neutral,0.5246,True,neutral:0.525,angry:0.217,sad:0.155
1990,surprise,fear,0.7722,False,fear:0.772,surprise:0.126,sad:0.062
1991,angry,neutral,0.3735,False,neutral:0.373,fear:0.194,sad:0.170
1992,fear,fear,0.5275,True,fear:0.528,angry:0.201,disgust:0.107
1993,angry,happy,0.3110,False,happy:0.311,surprise:0.278,fear:0.177
1994,neutral,neutral,0.3095,True,neutral:0.310,fear:0.245,sad:0.167
1995,happy,happy,0.9923,True,happy:0.992,neutral:0.007,angry:0.000
1996,happy,happy,0.8017,True,happy:0.802,angry:0.105,fear:0.038
1997,happy,happy,0.8438,True,happy:0.844,neutral:0.053,sad:0.044
1998,neutral,neutral,0.3318,True,neutral:0.332,angry:0.223,sad:0.219
1999,neutral,neutral,0.4253,True,neutral:0.425,sad:0.277,fear:0.135
2000,surprise,surprise,0.9638,True,surprise:0.964,fear:0.035,sad:0.001
2001,neutral,neutral,0.4030,True,neutral:0.403,sad:0.310,angry:0.171
2002,sad,sad,0.4362,True,sad:0.436,fear:0.297,neutral:0.138
2003,happy,happy,0.9814,True,happy:0.981,sad:0.005,surprise:0.004
2004,happy,happy,0.4903,True,happy:0.490,neutral:0.168,sad:0.161
2005,happy,happy,0.9599,True,happy:0.960,neutral:0.022,fear:0.007
2006,surprise,surprise,0.9105,True,surprise:0.911,fear:0.081,sad:0.003
2007,angry,angry,0.9030,True,angry:0.903,sad:0.052,fear:0.020
2008,neutral,neutral,0.8024,True,neutral:0.802,happy:0.095,fear:0.035
2009,surprise,surprise,0.6697,True,surprise:0.670,fear:0.295,happy:0.023
2010,neutral,neutral,0.5630,True,neutral:0.563,sad:0.168,angry:0.152
2011,neutral,neutral,0.5483,True,neutral:0.548,sad:0.188,angry:0.108
2012,fear,neutral,0.5446,False,neutral:0.545,fear:0.193,sad:0.120
2013,neutral,neutral,0.9892,True,neutral:0.989,fear:0.003,sad:0.003
2014,fear,sad,0.5849,False,sad:0.585,fear:0.203,neutral:0.120
2015,happy,happy,0.8942,True,happy:0.894,sad:0.030,neutral:0.030
2016,sad,sad,0.3591,True,sad:0.359,neutral:0.218,fear:0.216
2017,happy,happy,0.4128,True,happy:0.413,neutral:0.362,sad:0.104
2018,happy,happy,0.8273,True,happy:0.827,neutral:0.052,fear:0.037
2019,happy,happy,0.5059,True,happy:0.506,neutral:0.329,sad:0.074
2020,angry,angry,0.7320,True,angry:0.732,sad:0.133,neutral:0.079
2021,sad,sad,0.3891,True,sad:0.389,fear:0.235,neutral:0.226
2022,angry,angry,0.4378,True,angry:0.438,fear:0.385,surprise:0.054
2023,neutral,neutral,0.8022,True,neutral:0.802,sad:0.088,angry:0.061
2024,neutral,neutral,0.3223,True,neutral:0.322,sad:0.300,angry:0.145
2025,neutral,sad,0.4420,False,sad:0.442,fear:0.237,neutral:0.197
2026,neutral,neutral,0.9192,True,neutral:0.919,sad:0.031,angry:0.020
2027,fear,fear,0.4785,True,fear:0.478,surprise:0.290,angry:0.157
2028,happy,happy,0.7443,True,happy:0.744,angry:0.102,fear:0.093
2029,fear,fear,0.3988,True,fear:0.399,angry:0.184,sad:0.156
2030,happy,happy,0.7492,True,happy:0.749,neutral:0.141,angry:0.035
2031,happy,happy,0.7600,True,happy:0.760,neutral:0.181,sad:0.023
2032,surprise,surprise,0.9791,True,surprise:0.979,fear:0.021,sad:0.000
2033,neutral,neutral,0.7366,True,neutral:0.737,happy:0.156,angry:0.048
2034,angry,angry,0.6758,True,angry:0.676,sad:0.181,fear:0.069
2035,angry,surprise,0.7728,False,surprise:0.773,angry:0.084,fear:0.062
2036,neutral,angry,0.2713,False,angry:0.271,neutral:0.236,sad:0.229
2037,neutral,neutral,0.6313,True,neutral:0.631,happy:0.198,angry:0.073
2038,fear,fear,0.9417,True,fear:0.942,surprise:0.031,sad:0.015
2039,sad,angry,0.2887,False,angry:0.289,sad:0.284,fear:0.203
2040,neutral,sad,0.3646,False,sad:0.365,fear:0.320,neutral:0.119
2041,fear,sad,0.5424,False,sad:0.542,angry:0.188,fear:0.110
2042,surprise,surprise,0.9262,True,surprise:0.926,fear:0.073,sad:0.001
2043,sad,neutral,0.3630,False,neutral:0.363,sad:0.335,happy:0.135
2044,neutral,neutral,0.4382,True,neutral:0.438,sad:0.207,happy:0.134
2045,neutral,happy,0.4576,False,happy:0.458,neutral:0.304,fear:0.087
2046,happy,happy,0.8480,True,happy:0.848,neutral:0.086,angry:0.026
2047,fear,happy,0.5814,False,happy:0.581,sad:0.132,angry:0.113
2048,neutral,happy,0.6822,False,happy:0.682,neutral:0.166,sad:0.054
2049,happy,happy,0.8594,True,happy:0.859,sad:0.062,neutral:0.052
2050,fear,fear,0.4235,True,fear:0.424,surprise:0.313,angry:0.201
2051,fear,fear,0.2862,True,fear:0.286,sad:0.282,neutral:0.199
2052,angry,angry,0.4716,True,angry:0.472,fear:0.219,sad:0.156
2053,surprise,neutral,0.8205,False,neutral:0.820,fear:0.082,sad:0.053
2054,angry,fear,0.3945,False,fear:0.394,sad:0.265,angry:0.192
2055,happy,happy,0.9561,True,happy:0.956,neutral:0.016,angry:0.015
2056,happy,happy,0.8869,True,happy:0.887,angry:0.057,fear:0.021
2057,angry,angry,0.6148,True,angry:0.615,neutral:0.165,sad:0.112
2058,fear,angry,0.4373,False,angry:0.437,neutral:0.286,fear:0.093
2059,sad,sad,0.4183,True,sad:0.418,neutral:0.243,angry:0.153
2060,fear,angry,0.3621,False,angry:0.362,sad:0.265,neutral:0.215
2061,angry,fear,0.4248,False,fear:0.425,angry:0.321,surprise:0.136
2062,angry,disgust,0.5401,False,disgust:0.540,angry:0.160,fear:0.154
2063,happy,happy,0.7782,True,happy:0.778,surprise:0.104,angry:0.055
2064,sad,sad,0.4931,True,sad:0.493,happy:0.192,angry:0.133
2065,angry,neutral,0.3760,False,neutral:0.376,sad:0.328,angry:0.172
2066,fear,sad,0.4556,False,sad:0.456,angry:0.172,neutral:0.149
2067,surprise,surprise,0.9377,True,surprise:0.938,neutral:0.047,fear:0.010
2068,sad,neutral,0.7711,False,neutral:0.771,sad:0.069,fear:0.061
2069,happy,happy,0.9600,True,happy:0.960,neutral:0.030,sad:0.006
2070,happy,happy,0.8439,True,happy:0.844,surprise:0.126,fear:0.010
2071,surprise,surprise,0.7919,True,surprise:0.792,fear:0.179,angry:0.014
2072,happy,happy,0.9053,True,happy:0.905,surprise:0.053,angry:0.027
2073,fear,sad,0.6176,False,sad:0.618,fear:0.250,neutral:0.088
2074,fear,angry,0.5116,False,angry:0.512,happy:0.262,fear:0.161
2075,sad,sad,0.6543,True,sad:0.654,neutral:0.138,fear:0.112
2076,sad,neutral,0.4406,False,neutral:0.441,sad:0.262,angry:0.103
2077,happy,happy,0.5843,True,happy:0.584,neutral:0.273,sad:0.045
2078,fear,neutral,0.3714,False,neutral:0.371,fear:0.218,sad:0.149
2079,happy,happy,0.9777,True,happy:0.978,surprise:0.010,neutral:0.007
2080,happy,happy,0.8648,True,happy:0.865,surprise:0.111,fear:0.011
2081,sad,neutral,0.7275,False,neutral:0.728,sad:0.113,happy:0.070
2082,angry,angry,0.8524,True,angry:0.852,fear:0.102,sad:0.026
2083,angry,happy,0.7166,False,happy:0.717,neutral:0.209,sad:0.037
2084,fear,fear,0.5187,True,fear:0.519,sad:0.306,angry:0.097
2085,angry,angry,0.7447,True,angry:0.745,fear:0.172,surprise:0.035
2086,sad,neutral,0.3591,False,neutral:0.359,angry:0.271,sad:0.196
2087,surprise,angry,0.4132,False,angry:0.413,fear:0.178,neutral:0.157
2088,happy,happy,0.8071,True,happy:0.807,surprise:0.142,fear:0.030
2089,sad,neutral,0.5409,False,neutral:0.541,happy:0.234,fear:0.082
2090,neutral,neutral,0.5786,True,neutral:0.579,surprise:0.141,fear:0.128
2091,angry,angry,0.5264,True,angry:0.526,fear:0.186,sad:0.089
2092,sad,sad,0.2760,True,sad:0.276,happy:0.254,fear:0.235
2093,happy,happy,0.9753,True,happy:0.975,surprise:0.014,neutral:0.005
2094,happy,sad,0.4085,False,sad:0.409,happy:0.376,fear:0.143
2095,surprise,neutral,0.2109,False,neutral:0.211,fear:0.200,happy:0.178
2096,happy,neutral,0.4194,False,neutral:0.419,happy:0.323,sad:0.119
2097,surprise,surprise,0.4820,True,surprise:0.482,fear:0.464,sad:0.019
2098,fear,fear,0.5164,True,fear:0.516,angry:0.289,happy:0.075
2099,happy,happy,0.9734,True,happy:0.973,angry:0.009,surprise:0.006
2100,angry,neutral,0.5685,False,neutral:0.569,angry:0.197,sad:0.174
2101,neutral,neutral,0.8964,True,neutral:0.896,sad:0.042,fear:0.036
2102,surprise,surprise,0.9517,True,surprise:0.952,fear:0.043,sad:0.003
2103,sad,neutral,0.2470,False,neutral:0.247,angry:0.244,happy:0.179
2104,happy,happy,0.6754,True,happy:0.675,fear:0.119,sad:0.089
2105,sad,happy,0.2743,False,happy:0.274,neutral:0.252,sad:0.245
2106,happy,happy,0.9787,True,happy:0.979,surprise:0.013,neutral:0.007
2107,angry,neutral,0.5049,False,neutral:0.505,angry:0.185,sad:0.154
2108,neutral,neutral,0.6658,True,neutral:0.666,sad:0.134,fear:0.080
2109,happy,happy,0.6383,True,happy:0.638,angry:0.200,fear:0.105
2110,sad,sad,0.4529,True,sad:0.453,neutral:0.231,fear:0.177
2111,happy,happy,0.5672,True,happy:0.567,fear:0.208,angry:0.076
2112,happy,fear,0.3372,False,fear:0.337,surprise:0.293,happy:0.239
2113,surprise,surprise,0.7261,True,surprise:0.726,happy:0.194,fear:0.072
2114,happy,happy,0.8267,True,happy:0.827,neutral:0.139,sad:0.010
2115,sad,angry,0.3273,False,angry:0.327,fear:0.312,happy:0.098
2116,sad,sad,0.5145,True,sad:0.514,neutral:0.199,fear:0.183
2117,fear,angry,0.3493,False,angry:0.349,neutral:0.290,sad:0.242
2118,surprise,fear,0.2853,False,fear:0.285,surprise:0.283,angry:0.209
2119,angry,angry,0.5733,True,angry:0.573,fear:0.315,sad:0.039
2120,neutral,neutral,0.6157,True,neutral:0.616,angry:0.124,sad:0.119
2121,neutral,neutral,0.7874,True,neutral:0.787,sad:0.085,fear:0.071
2122,angry,angry,0.3221,True,angry:0.322,sad:0.241,neutral:0.209
2123,happy,happy,0.9491,True,happy:0.949,neutral:0.040,sad:0.007
2124,neutral,neutral,0.5991,True,neutral:0.599,angry:0.189,sad:0.141
2125,disgust,angry,0.6483,False,angry:0.648,sad:0.220,fear:0.078
2126,fear,angry,0.5117,False,angry:0.512,sad:0.174,fear:0.164
2127,neutral,neutral,0.4461,True,neutral:0.446,happy:0.150,sad:0.142
2128,neutral,neutral,0.8966,True,neutral:0.897,happy:0.072,sad:0.010
2129,sad,angry,0.5362,False,angry:0.536,neutral:0.305,sad:0.108
2130,neutral,neutral,0.5836,True,neutral:0.584,sad:0.142,fear:0.130
2131,happy,happy,0.9816,True,happy:0.982,neutral:0.012,surprise:0.004
2132,happy,happy,0.9797,True,happy:0.980,neutral:0.016,sad:0.002
2133,happy,happy,0.9753,True,happy:0.975,neutral:0.011,fear:0.005
2134,disgust,angry,0.4866,False,angry:0.487,sad:0.227,fear:0.139
2135,neutral,angry,0.4535,False,angry:0.453,neutral:0.237,sad:0.202
2136,happy,happy,0.9814,True,happy:0.981,surprise:0.010,neutral:0.007
2137,happy,happy,0.8480,True,happy:0.848,neutral:0.086,angry:0.026
2138,happy,happy,0.7779,True,happy:0.778,angry:0.074,sad:0.055
2139,happy,happy,0.9323,True,happy:0.932,angry:0.034,neutral:0.017
2140,sad,angry,0.5716,False,angry:0.572,sad:0.223,fear:0.101
2141,surprise,surprise,0.5593,True,surprise:0.559,fear:0.382,sad:0.023
2142,happy,happy,0.9661,True,happy:0.966,surprise:0.020,angry:0.006
2143,fear,happy,0.8551,False,happy:0.855,angry:0.047,neutral:0.038
2144,fear,angry,0.3882,False,angry:0.388,sad:0.253,neutral:0.217
2145,neutral,neutral,0.3386,True,neutral:0.339,sad:0.247,angry:0.180
2146,sad,angry,0.6560,False,angry:0.656,sad:0.207,neutral:0.076
2147,happy,happy,0.9860,True,happy:0.986,angry:0.007,surprise:0.003
